No., token_name, token_address, 4.txt, 2A, 2B, 4A, 4B, 5A, 5B, 6A, 6B
1,USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1,0,0,1,1,0,0,0,1
2,USDT,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,1,0,0,0,0,0,0,0,0
3,SOL,So11111111111111111111111111111111111111112,1,0,0,1,1,0,0,1,1
4,WBTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,1,0,0,0,0,0,0,0,0
5,WETH,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,1,0,0,0,0,0,0,0,0
6,PYUSD,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,1,0,0,0,0,0,0,0,0
7,USDS,USDSwr9ApdHk5bvJKMjzff41FfuX8bSxdKcR81vTwcA,1,0,0,0,0,0,0,0,0
8,CBBTC,cbbtcf3aa214zXHbiAZQwf4122FBYbraNdFqgw4iMij,1,0,0,0,0,0,0,0,0
9,BSOL,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,1,0,0,0,0,0,0,0,0
10,BGSOL,BGSo18NXTWGtyNa5DBBP1ZCfUFRPWj6bECrPKakn8qN,1,0,0,0,0,0,0,0,0
11,BNSOL,BNso1VUJnh4zcfpZa6986Ea66P6TCp59hvtNJ8b1X85,1,0,0,0,0,0,0,0,0
12,BBSOL,Bybit2vBJGhPF52GBdNaQfUJ6ZpThSgHBobjWZpLPb4B,1,0,0,0,0,0,0,0,0
13,JupSOL,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,1,0,0,0,0,0,0,0,0
14,JitoSOL,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,1,0,0,0,0,0,0,0,0
15,MSOL,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,1,0,0,0,0,0,0,0,0
16,SSOL,sSo14endRuUbvQaJS3dq36Q829a3A6BEfoeeRGJywEh,1,0,0,0,0,0,0,0,0
17,HUBSOL,HUBsveNpjo5pWqNkH57QzxjQASdTVXcSK7bVKTSZtcSX,1,0,0,0,0,0,0,0,0
18,JLP,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,1,0,0,0,0,0,0,0,0
19,JUP,JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,1,0,0,0,0,0,0,0,0
20,JTO,jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,1,0,0,0,0,0,0,0,0
21,POPCAT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1,0,0,0,0,0,0,0,0
22,WIF,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,1,0,0,0,0,0,0,0,0
23,GOAT,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,1,0,0,0,0,0,0,0,0
24,BONK,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,1,0,0,0,0,0,0,0,0
25,M3M3,M3M3pSFptfpZYnWNUgAbyWzKKgPo5d1eWmX6tbiSF2K,1,0,0,0,0,0,0,0,0
